10202474253004793,10204047831863281,1.0
10202474253004793,10204047830823255,1.0
10202474253004793,599055856788775,1.0
10202474253004793,419106008146799,1.0
10202474253004793,131804703563360,1.0
10202474253004793,142771632488956,1.0
10202474253004793,163994693645693,1.0
10202474253004793,299907593373592,1.0
10202474253004793,225034700870481,1.0
10202474253004793,91290503700,1.0
10202474253004793,112842988801190,1.0
10202474253004793,202396106505502,1.0
10202474253004793,109533465733027,1.0
10202474253004793,204558349574109,1.0
10202474253004793,106602966061813,1.0
10202474253004793,12887942787,1.0
10202474253004793,109557749070086,1.0
10202474253004793,225042771115,1.0
10202474253004793,74089565764,1.0
10202474253004793,39644305296,1.0
10202474253004793,156794164312,1.0
10202474253004793,15294801701,1.0
10202474253004793,93563619387,1.0
10202474253004793,82771544063,1.0
10203731942283150,10204047830823255,1.0
10203731942283150,225034700870481,1.0
10203731942283150,299907593373592,1.0
10203731942283150,225034700870481,1.0
10203731942283150,355374000182,1.0
10203731942283150,21295715752,1.0
10203731942283150,24098842630,1.0
10203731942283150,138793027632,1.0
10203731942283150,93563619387,1.0
10203731942283150,18128947058,1.0
10203731942283150,74089565764,1.0
10203731942283150,184695207750,1.0
10203731942283150,8526405673,1.0
10203731942283150,82771544063,1.0
10203731942283150,58168456696,1.0
10203731942283150,126757470715601,1.0
10203731942283150,91689589085,1.0
834335723267104,10204047830823255,1.0
834335723267104,24098842630,1.0
834335723267104,123550087751787,1.0
834335723267104,138793027632,1.0
834335723267104,159746560708670,1.0
834335723267104,18128947058,1.0
834335723267104,74089565764,1.0
834335723267104,21295715752,1.0
834335723267104,8526405673,1.0
834335723267104,216410885045047,1.0
834335723267104,169299103121699,1.0
834335723267104,129577537128630,1.0
834335723267104,96787126667,1.0
834335723267104,31159065182,1.0
834335723267104,111121877591,1.0
834335723267104,126757470715601,1.0
834335723267104,91689589085,1.0
1224254143,55200621163,1.0
1224254143,10204047830823255,1.0
1224254143,7057882289,1.0
1224254143,419106008146799,1.0
1224254143,12887942787,1.0
1224254143,91689589085,1.0
1224254143,129577537128630,1.0
1224254143,169299103121699,1.0
1224254143,58168456696,1.0
1224254143,82771544063,1.0
1224254143,112842988801190,1.0
1224254143,8526405673,1.0
1224254143,109533465733027,1.0
1224254143,21295715752,1.0
1224254143,106602966061813,1.0
1224254143,10498014129,1.0
1224254143,109557749070086,1.0
1224254143,184695207750,1.0
1224254143,74089565764,1.0
1224254143,254445913829,1.0
1224254143,159746560708670,1.0
1224254143,93563619387,1.0
1224254143,138793027632,1.0
1224254143,24098842630,1.0
1332025916,156794164312,1.0
1332025916,93563619387,1.0
1332025916,82771544063,1.0
1332025916,18128947058,1.0
1332025916,8526405673,1.0
1332025916,82771544063,1.0
1332025916,21295715752,1.0
1332025916,169299103121699,1.0
1332025916,11215611028,1.0
1332025916,204558349574109,1.0
1332025916,163994693645693,1.0
1332025916,31159065182,1.0
1332025916,12887942787,1.0
1332025916,123550087751787,1.0
1332025916,7057882289,1.0
1332025916,55200621163,1.0
1020247425394223,55200621163,1.0
1020247425394223,74089565764,1.0
1020247425394223,111121877591,1.0
1020247425394223,156794164312,1.0
1020247425394223,31159065182,1.0
1020247425394223,41150568556,1.0
1020247425394223,82771544063,1.0
1020247425394223,204558349574109,1.0
1020247425394223,225034700870481,1.0
1020247425394223,129577537128630,1.0
1020247425394223,225034700870481,1.0
1020247425394223,216410885045047,1.0
1020247425394223,8526405673,1.0
1020247425394223,184695207750,1.0
1020247425394223,254445913829,1.0
1020247425394223,93563619387,1.0
1020247425394223,159746560708670,1.0
83433525417104,24098842630,1.0
83433525417104,142771632488956,1.0
83433525417104,93563619387,1.0
83433525417104,299907593373592,1.0
83433525417104,31159065182,1.0
83433525417104,254445913829,1.0
83433525417104,126757470715601,1.0
83433525417104,10498014129,1.0
83433525417104,55200621163,1.0
83433525417104,82771544063,1.0
83433525417104,7057882289,1.0
83433525417104,419106008146799,1.0
83433525417104,169299103121699,1.0
83433525417104,91689589085,1.0
83433525417104,96787126667,1.0
83433525417104,111121877591,1.0
102024254174223,216410885045047,1.0
102024254174223,129577537128630,1.0
102024254174223,169299103121699,1.0
102024254174223,254445913829,1.0
102024254174223,11215611028,1.0
102024254174223,159746560708670,1.0
102024254174223,204558349574109,1.0
102024254174223,142771632488956,1.0
102024254174223,91689589085,1.0
102024254174223,299907593373592,1.0
102024254174223,12887942787,1.0
102024254174223,93563619387,1.0
102024254174223,123550087751787,1.0
102024254174223,10498014129,1.0
102024254174223,55200621163,1.0
102024254174223,82771544063,1.0
10202474253267104,163994693645693,1.0
10202474253267104,299907593373592,1.0
10202474253267104,225034700870481,1.0
10202474253267104,91290503700,1.0
10202474253267104,112842988801190,1.0
10202474253267104,202396106505502,1.0
10202474253267104,109533465733027,1.0
10202474253267104,18128947058,1.0
10202474253267104,74089565764,1.0
10202474253267104,41150568556,1.0
10202474253267104,126757470715601,1.0
10202474253267104,58168456696,1.0
10202474253267104,111121877591,1.0
10202474253267104,355374000182,1.0
10202474253267104,21295715752,1.0
10202474253267104,55200621163,1.0
